name,n_depots,n_required_edges,n_nodes,lb_opt_1,lb_opt_2,lb_opt,sol_1,sol2,sol,approx,ub_approx
10_50_8,10,50,110,4071.41,4071.41,4071.41,7961,7708,7708,1.8932,1.95238,
10_50_9,10,50,110,4214.71,4214.71,4214.71,8224,8323,8224,1.95126,1.95238,
10_50_10,10,50,110,4714.12,4714.12,4714.12,9198,9319,9198,1.95116,1.95238,
10_50_11,10,50,110,4921.56,4921.56,4921.56,9615,9484,9484,1.92703,1.95238,
10_50_12,10,50,110,4755.02,4755.02,4755.02,9293,9096,9096,1.91292,1.95238,
10_50_13,10,50,110,4035.49,4035.49,4035.49,7898,7495,7495,1.85727,1.95238,
10_50_14,10,50,110,4018.61,4018.61,4018.61,7841,7943,7841,1.95117,1.95238,
10_50_15,10,50,110,4376.49,4376.49,4376.49,8555,8336,8336,1.90472,1.95238,
10_50_16,10,50,110,4060.88,4060.88,4060.88,7933,7836,7836,1.92963,1.95238,
10_50_17,10,50,110,4530.27,4530.27,4530.27,8860,8541,8541,1.88532,1.95238,
10_50_18,10,50,110,4680.85,4680.85,4680.85,9151,8895,8895,1.90029,1.95238,
10_50_19,10,50,110,4646.88,4646.88,4646.88,9084,8842,8842,1.90278,1.95238,
10_50_20,10,50,110,4687.54,4687.54,4687.54,9188,8429,8429,1.79817,1.95238,
10_50_21,10,50,110,3989.68,3989.68,3989.68,7802,7537,7537,1.88912,1.95238,
10_50_22,10,50,110,4141.22,4141.22,4141.22,8086,8070,8070,1.9487,1.95238,
10_50_23,10,50,110,4645.46,4645.46,4645.46,9078,8904,8904,1.91671,1.95238,
10_50_24,10,50,110,4374.54,4374.54,4374.54,8549,8376,8376,1.91472,1.95238,
10_50_25,10,50,110,4310.39,4310.39,4310.39,8431,8106,8106,1.88057,1.95238,
10_50_26,10,50,110,4492.44,4492.44,4492.44,8787,8450,8450,1.88094,1.95238,
10_50_27,10,50,110,4595.63,4595.63,4595.63,8989,8641,8641,1.88026,1.95238,
10_50_28,10,50,110,4387.76,4387.76,4387.76,8568,8538,8538,1.94587,1.95238,
10_50_29,10,50,110,4555.83,4555.83,4555.83,8920,8389,8389,1.84138,1.95238,
10_50_30,10,50,110,4409.15,4409.15,4409.15,8621,8355,8355,1.89492,1.95238,
10_50_31,10,50,110,4715.63,4715.63,4715.63,9207,9201,9201,1.95117,1.95238,
10_50_32,10,50,110,3839.15,3839.15,3839.15,7499,7425,7425,1.93402,1.95238,
10_50_33,10,50,110,3945.71,3945.71,3945.71,7715,7474,7474,1.89421,1.95238,
10_50_34,10,50,110,4000.63,4000.63,4000.63,7811,7806,7806,1.95119,1.95238,
10_50_35,10,50,110,4503.98,4503.98,4503.98,8809,8483,8483,1.88345,1.95238,
10_50_36,10,50,110,4300.63,4300.63,4300.63,8408,8166,8166,1.89879,1.95238,
10_50_37,10,50,110,4344.73,4344.73,4344.73,8494,8254,8254,1.89977,1.95238,
10_50_38,10,50,110,4168.88,4168.88,4168.88,8147,7984,7984,1.91514,1.95238,
10_50_39,10,50,110,4140.39,4140.39,4140.39,8091,7936,7936,1.91673,1.95238,
10_50_40,10,50,110,4441.95,4441.95,4441.95,8685,8420,8420,1.89556,1.95238,
10_50_41,10,50,110,4176.54,4176.54,4176.54,8154,8158,8154,1.95234,1.95238,
10_50_42,10,50,110,4488.46,4488.46,4488.46,8788,8267,8267,1.84183,1.95238,
10_50_43,10,50,110,4429.24,4429.24,4429.24,8654,8519,8519,1.92335,1.95238,
10_50_44,10,50,110,4240.32,4240.32,4240.32,8275,8353,8275,1.95151,1.95238,
10_50_45,10,50,110,4231.76,4231.76,4231.76,8275,8002,8002,1.89094,1.95238,
10_50_46,10,50,110,4576.9,4576.9,4576.9,8941,8833,8833,1.92991,1.95238,
10_50_47,10,50,110,4363.22,4363.22,4363.22,8533,8232,8232,1.88668,1.95238,
10_50_48,10,50,110,4432,4432,4432,8675,8212,8212,1.85289,1.95238,
10_50_49,10,50,110,4899.27,4899.27,4899.27,9581,9250,9250,1.88804,1.95238,
10_50_50,10,50,110,4267.78,4267.78,4267.78,8359,7799,7799,1.82741,1.95238,
10_50_51,10,50,110,4016.27,4016.27,4016.27,7859,7487,7487,1.86417,1.95238,
10_50_52,10,50,110,3872.1,3872.1,3872.1,7575,7256,7256,1.87392,1.95238,
10_50_53,10,50,110,4712.85,4712.85,4712.85,9210,9027,9027,1.9154,1.95238,
10_50_54,10,50,110,5010.46,5010.46,5010.46,9800,9429,9429,1.88186,1.95238,
10_50_55,10,50,110,4531,4531,4531,8866,8451,8451,1.86515,1.95238,
10_50_56,10,50,110,4476.93,4476.93,4476.93,8750,8554,8554,1.91069,1.95238,
10_50_57,10,50,110,4043.07,4043.07,4043.07,7903,7706,7706,1.90598,1.95238,
10_50_58,10,50,110,4285.46,4285.46,4285.46,8366,8384,8366,1.95218,1.95238,
10_50_59,10,50,110,4246.2,4246.2,4246.2,8292,8254,8254,1.94386,1.95238,
10_50_60,10,50,110,4435.85,4435.85,4435.85,8679,8290,8290,1.86886,1.95238,
10_50_61,10,50,110,4037.05,4037.05,4037.05,7896,7599,7599,1.88232,1.95238,
10_50_62,10,50,110,4100.85,4100.85,4100.85,8019,7755,7755,1.89107,1.95238,
10_50_63,10,50,110,4418,4418,4418,8640,8338,8338,1.88728,1.95238,
10_50_64,10,50,110,4792.37,4792.37,4792.37,9366,9167,9167,1.91283,1.95238,
10_50_65,10,50,110,4268.49,4268.49,4268.49,8344,8128,8128,1.90419,1.95238,
10_50_66,10,50,110,4821.68,4821.68,4821.68,9431,9069,9069,1.88088,1.95238,
10_50_67,10,50,110,4456.37,4456.37,4456.37,8711,8491,8491,1.90536,1.95238,
10_50_68,10,50,110,4049.05,4049.05,4049.05,7914,7731,7731,1.90934,1.95238,
10_50_69,10,50,110,4662.66,4662.66,4662.66,9116,8849,8849,1.89784,1.95238,
10_50_70,10,50,110,4052.1,4052.1,4052.1,7926,7616,7616,1.87952,1.95238,
10_50_71,10,50,110,4181.61,4181.61,4181.61,8178,7886,7886,1.88588,1.95238,
10_50_72,10,50,110,4561.44,4561.44,4561.44,8919,8639,8639,1.89392,1.95238,
10_50_73,10,50,110,4773.29,4773.29,4773.29,9343,8845,8845,1.85302,1.95238,
10_50_74,10,50,110,4625.32,4625.32,4625.32,9046,8718,8718,1.88484,1.95238,
10_50_75,10,50,110,4594.22,4594.22,4594.22,8978,8803,8803,1.9161,1.95238,
10_50_76,10,50,110,4354.73,4354.73,4354.73,8512,8304,8304,1.90689,1.95238,
10_50_77,10,50,110,4335.27,4335.27,4335.27,8474,8266,8266,1.90669,1.95238,
10_50_78,10,50,110,3896.61,3896.61,3896.61,7623,7301,7301,1.87368,1.95238,
10_50_79,10,50,110,4500.78,4500.78,4500.78,8797,8592,8592,1.909,1.95238,
10_50_80,10,50,110,5218.29,5218.29,5218.29,10198,9990,9990,1.91442,1.95238,
10_50_81,10,50,110,4400.98,4400.98,4400.98,8606,8320,8320,1.89049,1.95238,
10_50_82,10,50,110,4324.93,4324.93,4324.93,8460,8122,8122,1.87795,1.95238,
10_50_83,10,50,110,4421.68,4421.68,4421.68,8656,8169,8169,1.84749,1.95238,
10_50_84,10,50,110,4760.07,4760.07,4760.07,9322,8723,8723,1.83253,1.95238,
10_50_85,10,50,110,4416.51,4416.51,4416.51,8635,8377,8377,1.89675,1.95238,
10_50_86,10,50,110,4648.56,4648.56,4648.56,9096,8671,8671,1.86531,1.95238,
10_50_87,10,50,110,4807.68,4807.68,4807.68,9400,9115,9115,1.89592,1.95238,
10_50_88,10,50,110,4542.9,4542.9,4542.9,8868,8899,8868,1.95206,1.95238,
10_50_89,10,50,110,3961.22,3961.22,3961.22,7750,7410,7410,1.87064,1.95238,
10_50_90,10,50,110,4096.51,4096.51,4096.51,8006,7837,7837,1.91309,1.95238,
10_50_91,10,50,110,4488.83,4488.83,4488.83,8772,8602,8602,1.91631,1.95238,
10_50_92,10,50,110,4361.68,4361.68,4361.68,8541,8009,8009,1.83622,1.95238,
10_50_93,10,50,110,4399.56,4399.56,4399.56,8593,8522,8522,1.93701,1.95238,
10_50_94,10,50,110,4646.76,4646.76,4646.76,9079,8937,8937,1.92328,1.95238,
10_50_95,10,50,110,4594,4594,4594,8973,8894,8894,1.936,1.95238,
10_50_96,10,50,110,4176.66,4176.66,4176.66,8162,8003,8003,1.91613,1.95238,
10_50_97,10,50,110,4078.37,4078.37,4078.37,7970,7813,7813,1.91572,1.95238,
10_50_98,10,50,110,4981.12,4981.12,4981.12,9748,9266,9266,1.86022,1.95238,
10_50_99,10,50,110,4886.29,4886.29,4886.29,9540,9538,9538,1.95199,1.95238,
10_100_0,10,100,210,9570.41,9570.41,9570.41,18720,17987,17987,1.87944,1.95238,
10_100_1,10,100,210,8512.66,8512.66,8512.66,16631,16399,16399,1.92643,1.95238,
10_100_2,10,100,210,9124.17,9124.17,9124.17,17827,17551,17551,1.92357,1.95238,
10_100_3,10,100,210,8371.32,8371.32,8371.32,16364,15944,15944,1.9046,1.95238,
10_100_4,10,100,210,9038.32,9038.32,9038.32,17659,17391,17391,1.92414,1.95238,
10_100_5,10,100,210,8756.98,8756.98,8756.98,17130,16436,16436,1.8769,1.95238,
10_100_6,10,100,210,9259.76,9259.76,9259.76,18096,17730,17730,1.91474,1.95238,
10_100_7,10,100,210,9277.37,9277.37,9277.37,18145,17472,17472,1.88329,1.95238,
10_100_8,10,100,210,8476.61,8476.61,8476.61,16572,16101,16101,1.89946,1.95238,
10_100_9,10,100,210,8210.02,8210.02,8210.02,16059,15431,15431,1.87953,1.95238,
10_100_10,10,100,210,8242.8,8242.8,8242.8,16117,15615,15615,1.89438,1.95238,
10_100_11,10,100,210,8966.56,8966.56,8966.56,17529,17049,17049,1.9014,1.95238,
10_100_12,10,100,210,8824.46,8824.46,8824.46,17248,16843,16843,1.90867,1.95238,
10_100_13,10,100,210,8932.2,8932.2,8932.2,17488,16460,16460,1.84277,1.95238,
10_100_14,10,100,210,8645.59,8645.59,8645.59,16905,16369,16369,1.89334,1.95238,
10_100_15,10,100,210,8267.12,8267.12,8267.12,16172,15512,15512,1.87635,1.95238,
10_100_16,10,100,210,8032.39,8032.39,8032.39,15719,14948,14948,1.86097,1.95238,
10_100_17,10,100,210,9205.56,9205.56,9205.56,18000,17428,17428,1.8932,1.95238,
10_100_18,10,100,210,9169.15,9169.15,9169.15,17944,17055,17055,1.86004,1.95238,
10_100_19,10,100,210,9030.93,9030.93,9030.93,17638,17508,17508,1.93867,1.95238,
10_100_20,10,100,210,8490.05,8490.05,8490.05,16588,16332,16332,1.92366,1.95238,
10_100_21,10,100,210,8838.85,8838.85,8838.85,17255,17293,17255,1.95218,1.95238,
10_100_22,10,100,210,8433.37,8433.37,8433.37,16469,16388,16388,1.94323,1.95238,
10_100_23,10,100,210,9312.54,9312.54,9312.54,18207,17674,17674,1.89787,1.95238,
10_100_24,10,100,210,9152.59,9152.59,9152.59,17880,17656,17656,1.92907,1.95238,
10_100_25,10,100,210,8687.59,8687.59,8687.59,16989,16411,16411,1.88902,1.95238,
10_100_26,10,100,210,8808.41,8808.41,8808.41,17209,16965,16965,1.926,1.95238,
10_100_27,10,100,210,8367.12,8367.12,8367.12,16343,16192,16192,1.93519,1.95238,
10_100_28,10,100,210,8294.85,8294.85,8294.85,16216,15769,15769,1.90106,1.95238,
10_100_29,10,100,210,8819.41,8819.41,8819.41,17247,16656,16656,1.88856,1.95238,
10_100_30,10,100,210,8908.17,8908.17,8908.17,17418,16875,16875,1.89433,1.95238,
10_100_31,10,100,210,8970.15,8970.15,8970.15,17542,16936,16936,1.88804,1.95238,
10_100_32,10,100,210,8404.05,8404.05,8404.05,16458,15406,15406,1.83316,1.95238,
10_100_33,10,100,210,8837.93,8837.93,8837.93,17289,16575,16575,1.87544,1.95238,
10_100_34,10,100,210,8806.37,8806.37,8806.37,17242,16221,16221,1.84196,1.95238,
10_100_35,10,100,210,8984.68,8984.68,8984.68,17560,17172,17172,1.91125,1.95238,
10_100_36,10,100,210,9271.1,9271.1,9271.1,18133,17455,17455,1.88273,1.95238,
10_100_37,10,100,210,9321.93,9321.93,9321.93,18220,17799,17799,1.90937,1.95238,
10_100_38,10,100,210,8465.51,8465.51,8465.51,16543,16226,16226,1.91672,1.95238,
10_100_39,10,100,210,8505.63,8505.63,8505.63,16641,15911,15911,1.87064,1.95238,
10_100_40,10,100,210,8967.59,8967.59,8967.59,17535,16971,16971,1.89248,1.95238,
10_100_41,10,100,210,8497.61,8497.61,8497.61,16616,16082,16082,1.89253,1.95238,
10_100_42,10,100,210,8375.83,8375.83,8375.83,16384,15729,15729,1.8779,1.95238,
10_100_43,10,100,210,9211.17,9211.17,9211.17,18003,17598,17598,1.91051,1.95238,
10_100_44,10,100,210,8818,8818,8818,17238,16778,16778,1.9027,1.95238,
10_100_45,10,100,210,9184.02,9184.02,9184.02,17940,17745,17745,1.93216,1.95238,
10_100_46,10,100,210,9007.41,9007.41,9007.41,17613,17044,17044,1.89222,1.95238,
10_100_47,10,100,210,9603.54,9603.54,9603.54,18769,18365,18365,1.91232,1.95238,
10_100_48,10,100,210,8739.59,8739.59,8739.59,17091,16503,16503,1.8883,1.95238,
10_100_49,10,100,210,8203.41,8203.41,8203.41,16028,15780,15780,1.92359,1.95238,
10_100_50,10,100,210,8502.15,8502.15,8502.15,16625,16088,16088,1.89223,1.95238,
10_100_51,10,100,210,9533.76,9533.76,9533.76,18616,18564,18564,1.94719,1.95238,
10_100_52,10,100,210,8724.68,8724.68,8724.68,17057,16572,16572,1.89944,1.95238,
10_100_53,10,100,210,9045.68,9045.68,9045.68,17710,16673,16673,1.8432,1.95238,
10_100_54,10,100,210,8933.51,8933.51,8933.51,17474,16794,16794,1.87989,1.95238,
10_100_55,10,100,210,9733.41,9733.41,9733.41,19039,18290,18290,1.87909,1.95238,
10_100_56,10,100,210,8741.71,8741.71,8741.71,17113,16150,16150,1.84747,1.95238,
10_100_57,10,100,210,9328.12,9328.12,9328.12,18243,17593,17593,1.88602,1.95238,
10_100_58,10,100,210,9051,9051,9051,17716,16771,16771,1.85294,1.95238,
10_100_59,10,100,210,9114.76,9114.76,9114.76,17810,17505,17505,1.92051,1.95238,
10_100_60,10,100,210,8925,8925,8925,17479,16345,16345,1.83137,1.95238,
10_100_61,10,100,210,8841.1,8841.1,8841.1,17285,16785,16785,1.89852,1.95238,
10_100_62,10,100,210,8584.46,8584.46,8584.46,16791,16143,16143,1.88049,1.95238,
10_100_63,10,100,210,9452.46,9452.46,9452.46,18493,17691,17691,1.87158,1.95238,
10_100_64,10,100,210,8384.71,8384.71,8384.71,16397,15833,15833,1.88832,1.95238,
10_100_65,10,100,210,8535.02,8535.02,8535.02,16727,15396,15396,1.80386,1.95238,
10_100_66,10,100,210,8680.78,8680.78,8680.78,16987,16172,16172,1.86297,1.95238,
10_100_67,10,100,210,8826.1,8826.1,8826.1,17279,16290,16290,1.84566,1.95238,
10_100_68,10,100,210,8485.63,8485.63,8485.63,16588,16151,16151,1.90333,1.95238,
10_100_69,10,100,210,8689.59,8689.59,8689.59,16990,16473,16473,1.89572,1.95238,
10_100_70,10,100,210,8720.85,8720.85,8720.85,17067,16215,16215,1.85934,1.95238,
10_100_71,10,100,210,8691.95,8691.95,8691.95,16978,16810,16810,1.93397,1.95238,
10_100_72,10,100,210,9318.22,9318.22,9318.22,18228,17487,17487,1.87665,1.95238,
10_100_73,10,100,210,8565.15,8565.15,8565.15,16729,16591,16591,1.93704,1.95238,
10_100_74,10,100,210,9103.88,9103.88,9103.88,17822,16819,16819,1.84745,1.95238,
10_100_75,10,100,210,8166.22,8166.22,8166.22,15963,15555,15555,1.9048,1.95238,
10_100_76,10,100,210,9736,9736,9736,19054,18096,18096,1.85867,1.95238,
10_100_77,10,100,210,8943.22,8943.22,8943.22,17519,16292,16292,1.82172,1.95238,
10_100_78,10,100,210,8452.02,8452.02,8452.02,16506,16413,16413,1.9419,1.95238,
10_100_79,10,100,210,8152.29,8152.29,8152.29,15952,15204,15204,1.865,1.95238,
10_100_80,10,100,210,8645.44,8645.44,8645.44,16891,16643,16643,1.92506,1.95238,
10_100_81,10,100,210,9408.88,9408.88,9408.88,18390,17964,17964,1.90926,1.95238,
10_100_82,10,100,210,8608.56,8608.56,8608.56,16833,16291,16291,1.89242,1.95238,
10_100_83,10,100,210,8831.02,8831.02,8831.02,17263,16812,16812,1.90374,1.95238,
10_100_84,10,100,210,8986.1,8986.1,8986.1,17580,16830,16830,1.87289,1.95238,
10_100_85,10,100,210,8853.63,8853.63,8853.63,17309,16819,16819,1.89967,1.95238,
10_100_86,10,100,210,8783.27,8783.27,8783.27,17156,16994,16994,1.93482,1.95238,
10_100_87,10,100,210,9043.27,9043.27,9043.27,17692,16934,16934,1.87255,1.95238,
10_100_88,10,100,210,8402.78,8402.78,8402.78,16432,15874,15874,1.88914,1.95238,
10_100_89,10,100,210,9113.61,9113.61,9113.61,17826,17138,17138,1.88048,1.95238,
10_100_90,10,100,210,8786.73,8786.73,8786.73,17195,16356,16356,1.86144,1.95238,
10_100_91,10,100,210,9256.1,9256.1,9256.1,18090,17700,17700,1.91225,1.95238,
10_100_92,10,100,210,8693.61,8693.61,8693.61,16996,16518,16518,1.90002,1.95238,
10_100_93,10,100,210,9751.29,9751.29,9751.29,19088,18043,18043,1.85032,1.95238,
10_100_94,10,100,210,8156.66,8156.66,8156.66,15938,15663,15663,1.92027,1.95238,
10_100_95,10,100,210,8730.95,8730.95,8730.95,17078,16409,16409,1.87941,1.95238,
10_100_96,10,100,210,8853.73,8853.73,8853.73,17311,16783,16783,1.89558,1.95238,
10_100_97,10,100,210,8982.71,8982.71,8982.71,17581,16671,16671,1.8559,1.95238,
10_100_98,10,100,210,8499.22,8499.22,8499.22,16605,16368,16368,1.92582,1.95238,
10_100_99,10,100,210,7528,7528,7528,14722,14208,14208,1.88735,1.95238,
10_200_0,10,200,410,17653.5,17653.5,17653.5,34532,33155,33155,1.87809,1.95238,
10_200_1,10,200,410,17000.7,17000.7,17000.7,33259,31849,31849,1.87339,1.95238,
10_200_2,10,200,410,16893.7,16893.7,16893.7,33028,32080,32080,1.89894,1.95238,
10_200_3,10,200,410,17002.3,17002.3,17002.3,33267,31754,31754,1.86763,1.95238,
10_200_4,10,200,410,17682.3,17682.3,17682.3,34575,33473,33473,1.89303,1.95238,
10_200_5,10,200,410,18239.2,18239.2,18239.2,35660,34607,34607,1.8974,1.95238,
10_200_6,10,200,410,17097.9,17097.9,17097.9,33445,32115,32115,1.8783,1.95238,
10_200_7,10,200,410,18347.9,18347.9,18347.9,35870,34862,34862,1.90006,1.95238,
10_200_8,10,200,410,16628.7,16628.7,16628.7,32512,31536,31536,1.89648,1.95238,
10_200_9,10,200,410,17612,17612,17612,34467,32753,32753,1.8597,1.95238,
10_200_10,10,200,410,17456.1,17456.1,17456.1,34134,33022,33022,1.89171,1.95238,
10_200_11,10,200,410,17419.5,17419.5,17419.5,34063,32939,32939,1.89093,1.95238,
10_200_12,10,200,410,17964.6,17964.6,17964.6,35120,34147,34147,1.9008,1.95238,
10_200_13,10,200,410,17389.7,17389.7,17389.7,34013,32717,32717,1.8814,1.95238,
10_200_14,10,200,410,18057.6,18057.6,18057.6,35322,33923,33923,1.8786,1.95238,
10_200_15,10,200,410,17166.2,17166.2,17166.2,33572,32373,32373,1.88586,1.95238,
10_200_16,10,200,410,18149.5,18149.5,18149.5,35500,34129,34129,1.88044,1.95238,
10_200_17,10,200,410,18680.9,18680.9,18680.9,36557,34775,34775,1.86153,1.95238,
10_200_18,10,200,410,17572.4,17572.4,17572.4,34349,33489,33489,1.90577,1.95238,
10_200_19,10,200,410,17288.5,17288.5,17288.5,33804,32750,32750,1.89432,1.95238,
10_200_20,10,200,410,16441,16441,16441,32132,31440,31440,1.9123,1.95238,
10_200_21,10,200,410,16973.9,16973.9,16973.9,33211,31710,31710,1.86816,1.95238,
10_200_22,10,200,410,17466.6,17466.6,17466.6,34157,32991,32991,1.8888,1.95238,
10_200_23,10,200,410,17660.2,17660.2,17660.2,34515,33767,33767,1.91204,1.95238,
10_200_24,10,200,410,17670,17670,17670,34543,33608,33608,1.90199,1.95238,
10_200_25,10,200,410,17937,17937,17937,35075,33917,33917,1.8909,1.95238,
10_200_26,10,200,410,17474,17474,17474,34160,33232,33232,1.9018,1.95238,
10_200_27,10,200,410,17488.2,17488.2,17488.2,34189,33236,33236,1.90048,1.95238,
10_200_28,10,200,410,18048.3,18048.3,18048.3,35296,34062,34062,1.88726,1.95238,
10_200_29,10,200,410,16414.9,16414.9,16414.9,32101,30991,30991,1.88798,1.95238,
10_200_30,10,200,410,18059.1,18059.1,18059.1,35305,34322,34322,1.90054,1.95238,
10_200_31,10,200,410,17954.3,17954.3,17954.3,35091,34306,34306,1.91074,1.95238,
10_200_32,10,200,410,18095.9,18095.9,18095.9,35398,33971,33971,1.87728,1.95238,
10_200_33,10,200,410,18032.5,18032.5,18032.5,35260,34134,34134,1.89291,1.95238,
10_200_34,10,200,410,18099.5,18099.5,18099.5,35386,34361,34361,1.89845,1.95238,
10_200_35,10,200,410,17379.3,17379.3,17379.3,33988,32793,32793,1.8869,1.95238,
10_200_36,10,200,410,16354.9,16354.9,16354.9,31974,31070,31070,1.89974,1.95238,
10_200_37,10,200,410,17806.9,17806.9,17806.9,34823,33624,33624,1.88825,1.95238,
10_200_38,10,200,410,18114.8,18114.8,18114.8,35404,34627,34627,1.91153,1.95238,
10_200_39,10,200,410,16748.7,16748.7,16748.7,32711,32476,32476,1.93902,1.95238,
